Table 210-06503 : Underemployed persons and underemployment rate by detailed industry of main employment,,,,,
 ,,,,,
 , , ,Underemployed persons (1),Underemployed persons (1),Underemployment rate (2)
,,,No. ('000),Percentage share (%),(%)
Year / Moving 3-month period,,Detailed industry of main employment (3) (4),,,
2015,,          Professional and business services,3.0,5.6,0.8
2015,,               Professional and business services (excl. cleaning and similar activities),2.0,3.7,0.7
2015,,               Cleaning and similar activities,1.0,1.9,1.5
2015,,"Public administration, social and personal services",9.1,17.0,0.9
2015,,     Public administration,[*7],[*7],[*7]
2015,,     Education,3.3,6.1,1.5
2015,,     Human health and social work activities,0.9,1.6,0.4
2015,,          Human health activities,[*7],[*7],[*7]
2015,,          Social work activities,0.6,1.2,0.9
2015,,"     Arts, entertainment and recreation",1.6,3.0,2.6
2015,,     Other service activities,3.4,6.3,0.8
2015,,Other industries,0.5,0.9,1.8
2015,,Overall,53.3,100.0,1.4
2016,,Manufacturing,0.8,1.5,0.7
2016,,Construction,21.4,39.1,6.2
2016,,     Foundation and superstructure,14.3,26.2,5.4
2016,,"     Decoration, repair and maintenance for buildings",7.1,13.0,9.1
2016,,Import/export trade and wholesale,2.0,3.6,0.4
2016,,     Import and export trade,1.6,2.9,0.4
2016,,     Wholesale,0.4,0.7,0.8
2016,,"Retail, accommodation and food services (5)",8.7,15.9,1.3
2016,,     Retail,4.0,7.4,1.1
2016,,     Accommodation and food services,4.6,8.5,1.5
2016,,          Accommodation services,[*7],[*7],[*7]
2016,,          Food and beverage service activities,4.4,8.1,1.7
2016,,"Transportation, storage, postal and courier services, information and communications",7.2,13.1,1.6
2016,,     Transportation and storage,6.2,11.3,2.0
2016,,          Transportation,5.1,9.3,2.3
2016,,          Warehousing and support activities for transportation,1.1,2.0,1.4
2016,,     Postal and courier activities,[*7],[*7],[*7]
2016,,     Information and communications,0.8,1.5,0.6
2016,,"Financing, insurance, real estate, professional and business services",5.4,9.9,0.7
2016,,     Financing and insurance,0.4,0.7,0.2
2016,,          Financing,[*7],[*7],[*7]
2016,,          Insurance,[*7],[*7],[*7]
2016,,     Real estate and professional and business services,5.0,9.1,0.9
2016,,          Real estate,0.6,1.0,0.4
2016,,          Professional and business services,4.4,8.1,1.2
2016,,               Professional and business services (excl. cleaning and similar activities),3.0,5.6,1.0
2016,,               Cleaning and similar activities,1.4,2.6,1.9
2016,,"Public administration, social and personal services",9.0,16.5,0.9
2016,,     Public administration,[*7],[*7],[*7]
2016,,     Education,3.2,5.9,1.5
2016,,     Human health and social work activities,0.8,1.4,0.4
2016,,          Human health activities,[*7],[*7],[*7]
2016,,          Social work activities,0.5,0.9,0.7
2016,,"     Arts, entertainment and recreation",1.0,1.9,1.7
2016,,     Other service activities,3.9,7.1,0.9
2016,,Other industries,[*7],[*7],[*7]
2016,,Overall,54.7,100.0,1.4
2017,,Manufacturing,0.7,1.5,0.6
2017,,Construction,18.5,40.5,5.2
2017,,     Foundation and superstructure,12.2,26.8,4.5
2017,,"     Decoration, repair and maintenance for buildings",6.3,13.7,7.4
2017,,Import/export trade and wholesale,1.1,2.4,0.2
2017,,     Import and export trade,0.9,2.1,0.2
2017,,     Wholesale,[*7],[*7],[*7]
2017,,"Retail, accommodation and food services (5)",6.5,14.2,1.0
2017,,     Retail,3.3,7.3,0.9
2017,,     Accommodation and food services,3.1,6.9,1.0
2017,,          Accommodation services,0.5,1.1,1.0
2017,,          Food and beverage service activities,2.7,5.8,1.0
2017,,"Transportation, storage, postal and courier services, information and communications",6.6,14.5,1.4
2017,,     Transportation and storage,5.9,12.9,1.9
2017,,          Transportation,4.5,9.9,2.0
2017,,          Warehousing and support activities for transportation,1.4,3.0,1.6
2017,,     Postal and courier activities,[*7],[*7],[*7]
2017,,     Information and communications,0.5,1.2,0.4
2017,,"Financing, insurance, real estate, professional and business services",3.8,8.4,0.5
2017,,     Financing and insurance,0.3,0.7,0.1
2017,,          Financing,[*7],[*7],[*7]
2017,,          Insurance,[*7],[*7],[*7]
2017,,     Real estate and professional and business services,3.5,7.7,0.7
2017,,          Real estate,0.5,1.0,0.3
2017,,          Professional and business services,3.0,6.6,0.8
2017,,               Professional and business services (excl. cleaning and similar activities),2.2,4.7,0.7
2017,,               Cleaning and similar activities,0.9,1.9,1.2
2017,,"Public administration, social and personal services",8.3,18.2,0.8
2017,,     Public administration,[*7],[*7],[*7]
2017,,     Education,2.9,6.3,1.3
2017,,     Human health and social work activities,1.0,2.1,0.5
2017,,          Human health activities,0.5,1.1,0.4
2017,,          Social work activities,0.5,1.0,0.6
2017,,"     Arts, entertainment and recreation",1.1,2.4,1.9
2017,,     Other service activities,3.3,7.2,0.7
2017,,Other industries,[*7],[*7],[*7]
2017,,Overall,45.7,100.0,1.2
2018,,Manufacturing,0.5,1.1,0.5
2018,,Construction,17.7,40.9,4.8
2018,,     Foundation and superstructure,11.2,25.9,4.0
